restaurant_id,zomato_rating,zomato_total_reviews,zomato_delivery_fee_inr,zomato_avg_delivery_time_minutes,zomato_platform_commission_pct,zomato_discount_frequency_pct,zomato_estimated_monthly_orders,zomato_estimated_monthly_revenue_inr,zomato_estimated_net_profit_inr,zomato_market_share_pct
REST001400,4.1,3155,94,54,18,10,113,102574,97263,35
REST001401,3.4,3606,30,31,21,9,165,135694,133219,42
REST001402,4.6,4264,88,50,22,37,262,43937,32409,57
REST001403,3.7,3274,93,54,23,14,223,212576,202207,39
REST001404,3.9,3963,30,23,26,13,320,320153,315353,26
REST001405,4.6,740,68,48,22,30,265,198845,189835,49
REST001406,3.7,4561,34,25,18,15,156,176657,174005,56
REST001407,3.3,352,81,50,17,13,106,111646,107353,51
REST001408,4,1326,73,39,13,14,158,102407,96640,48
REST001409,3.7,1227,88,54,19,12,125,15187,9687,38
REST001410,3.7,333,64,49,14,7,158,167404,162348,49
REST001411,4,981,71,37,18,17,238,230679,222230,47
REST001412,4.5,3407,50,35,20,25,131,46112,42837,52
REST001413,4,3454,87,50,19,19,97,32685,28465,37
REST001414,3.6,3849,36,23,21,12,147,153639,150993,47
REST001415,4.1,1826,30,20,18,14,194,85107,82197,56
REST001416,3.6,1539,71,52,22,8,222,58874,50993,34
REST001417,4.3,2558,88,50,21,15,209,175842,166646,47
REST001418,3.6,4268,91,53,22,14,266,273043,260940,31
REST001419,4.1,3471,92,55,22,19,152,51099,44107,37
REST001420,3.5,1502,30,31,22,14,96,60203,58763,43
REST001421,3.6,3238,70,51,18,10,110,91733,87883,43
REST001422,3.8,3975,77,49,14,13,129,129688,124722,49
REST001423,3.9,709,30,24,22,14,243,252088,248443,50
REST001424,4.4,3179,59,42,21,25,288,301008,292512,48
REST001425,3.9,1512,44,38,21,6,221,161495,156633,50
REST001426,4.2,1198,87,50,12,11,154,52988,46289,50
REST001427,3.6,2606,66,38,19,13,156,169196,164048,46
REST001428,4.6,1747,30,30,17,27,227,77813,74408,46
REST001429,4.2,706,35,36,18,21,204,187019,183449,48
REST001430,3.8,2933,62,40,21,10,255,89443,81538,51
REST001431,4,4520,55,37,20,19,195,136188,130825,44
REST001432,3.6,2087,87,54,16,11,158,155680,148807,53
REST001433,4,4738,54,47,18,12,255,94513,87628,50
REST001434,4,1079,31,30,18,18,209,171894,168654,37
REST001435,4.2,4341,77,52,21,21,128,124276,119348,49
REST001436,4.1,3602,45,37,15,12,146,181310,178025,52
REST001437,4.3,3599,89,56,20,17,229,113767,103576,56
REST001438,4.4,3028,78,46,20,15,151,169603,163714,37
REST001439,4.2,398,33,27,21,22,211,225698,222216,43
REST001440,3.9,679,70,42,18,7,175,26547,20422,41
REST001441,4.5,1358,31,25,22,21,204,114407,111245,53
REST001442,4.1,2870,33,20,18,13,191,49805,46653,47
REST001443,4.3,3937,78,48,22,21,206,103477,95443,50
REST001444,4.1,4631,47,36,19,20,228,162149,156791,46
REST001445,3.5,1740,30,28,18,7,170,118629,116079,48
REST001446,4.3,714,52,32,21,18,156,105123,101067,36
REST001447,3.6,3159,31,27,14,15,137,92488,90365,56
REST001448,4.2,2872,78,39,19,23,268,61216,50764,47
REST001449,4,865,85,51,20,24,125,76700,71387,53
REST001450,3.9,3131,44,44,20,7,235,125208,120038,54
REST001451,4,500,80,46,22,17,245,275566,265766,48
REST001452,4.2,2180,41,28,19,23,271,150803,145247,46
REST001453,4.4,1359,81,44,27,13,384,221172,205620,32
REST001454,3.9,1258,46,39,19,14,209,55865,51058,58
REST001455,4.2,2523,73,43,23,14,126,20956,16357,43
REST001456,3.6,4412,86,47,23,9,154,126169,119547,49
REST001457,4.6,4117,92,52,26,23,277,118478,105736,43
REST001458,4,2300,80,46,22,17,247,242173,232293,54
REST001459,4.2,4759,88,53,22,22,182,45711,37703,46
REST001460,3.4,2014,31,31,17,12,182,126890,124069,54
REST001461,4,771,60,38,17,25,178,140500,135160,36
REST001462,4.6,1460,66,37,23,29,120,89073,85113,42
REST001463,4.5,2696,90,54,25,35,294,148617,135387,32
REST001464,3.7,1785,81,53,24,15,326,239831,226628,35
REST001465,4.1,1869,64,42,13,23,174,135030,129462,60
REST001466,3.7,2273,34,25,19,5,183,61811,58700,46
REST001467,4,56,46,38,18,8,191,130151,125758,39
REST001468,4,3403,73,45,13,24,174,123828,117477,56
REST001469,3.4,1347,85,50,21,14,207,156334,147537,46
REST001470,4,3611,43,37,21,12,262,122946,117313,51
REST001471,3.8,3790,36,33,21,8,91,15025,13387,37
REST001472,3.3,2391,41,25,25,9,202,62872,58731,31
REST001473,3.2,2260,41,36,22,7,182,174752,171021,38
REST001474,4.3,1923,51,34,17,20,112,32628,29772,50
REST001475,3.6,2641,62,40,18,9,191,168679,162758,44
REST001476,4.7,292,49,31,24,12,386,100329,90872,38
REST001477,4.1,1395,51,38,21,14,195,201189,196216,42
REST001478,3.4,1464,30,27,20,11,183,168213,165468,43
REST001479,4,4262,36,27,20,18,220,150304,146344,58
REST001480,3.9,1247,39,30,20,10,224,31180,26812,53
REST001481,3.4,4037,85,42,21,12,162,148712,141827,43
REST001482,4.4,1970,65,45,28,15,277,297564,288561,35
REST001483,3.9,495,88,58,17,10,184,202812,194716,38
REST001484,4.1,620,69,41,22,10,190,158425,151870,41
REST001485,4.7,2537,71,47,17,30,187,33059,26421,45
REST001486,4.1,2800,75,47,20,13,128,123392,118592,46
REST001487,4.8,828,30,25,23,30,396,403409,397469,36
REST001488,4,4767,30,18,25,25,269,86752,82717,39
REST001489,3.4,3488,90,47,22,12,174,111561,103731,51
REST001490,3.8,2284,89,57,21,6,223,142521,132598,53
REST001491,3.4,4936,63,41,27,6,224,224349,217293,25
REST001492,4.3,121,79,47,17,14,149,28691,22805,56
REST001493,4.2,505,64,41,26,13,273,64646,55910,31
REST001494,4.6,588,46,42,17,26,140,135721,132501,50
REST001495,4.3,2287,30,25,16,18,155,120695,118370,49
REST001496,3.6,4717,78,44,22,5,181,47860,40801,38
REST001497,3.8,2008,69,48,24,12,265,227380,218238,29
REST001498,4.4,3553,55,34,21,16,245,197421,190683,54
REST001499,4,3582,80,41,19,19,119,56388,51628,42
REST001500,4.8,2321,94,48,24,24,410,69486,50216,31
REST001501,4.7,1515,51,23,19,20,249,31463,25114,54
REST001502,3.3,3312,91,64,22,12,156,23849,16751,39
REST001503,4.1,4314,80,53,18,13,153,84560,78440,54
REST001504,3.9,1172,30,30,18,14,218,102965,99695,55
REST001505,4.2,2897,67,42,24,11,266,283024,274113,31
REST001506,3.7,3020,70,40,19,14,169,189455,183540,41
REST001507,4.5,449,40,33,22,12,285,144050,138350,57
REST001508,3.4,3826,33,34,21,13,227,79622,75877,53
REST001509,4.4,4899,50,27,26,20,356,242891,233991,37
REST001510,4.6,470,63,44,14,20,148,65931,61269,46
REST001511,3.6,547,49,40,14,12,135,127013,123705,46
REST001512,3.2,1417,30,36,18,15,215,175771,172546,45
REST001513,4,3868,84,53,22,20,277,69139,57505,28
REST001514,3.8,4060,30,24,20,11,99,90446,88961,38
REST001515,3.3,2774,86,45,23,9,272,142000,130304,42
REST001516,3.6,392,30,31,19,14,142,79018,76888,37
REST001517,3.9,4186,39,24,14,14,161,92214,89074,53
REST001518,3.7,3216,48,28,20,10,112,88793,86105,49
REST001519,4.3,2980,30,28,22,23,243,205650,202005,46
REST001520,4.1,3985,80,54,19,13,196,197656,189816,38
REST001521,4.6,3327,94,55,20,24,216,71539,61387,53
REST001522,3.4,2615,55,45,19,11,138,44935,41140,40
REST001523,4.7,386,89,52,21,16,308,310233,296527,54
REST001524,3.8,3537,60,50,22,14,259,55757,47987,28
REST001525,4.1,4349,76,49,28,11,360,344995,331315,36
REST001526,4,4117,62,36,22,21,265,168667,160452,38
REST001527,3,120,80,59,22,9,177,122873,115793,51
REST001528,4.5,1781,93,55,15,28,191,75492,66611,58
REST001529,4.1,1677,49,45,19,17,109,99502,96832,43
REST001530,3.9,3025,72,39,14,15,156,28710,23094,45
REST001531,3.4,1970,30,22,21,12,166,47472,44982,48
REST001532,4.4,2586,30,20,25,16,339,286285,281200,26
REST001533,4.5,2974,80,47,20,40,143,40383,34663,52
REST001534,3.8,394,84,47,14,11,146,98941,92809,57
REST001535,4.6,2842,30,33,23,37,114,59602,57892,46
REST001536,4.2,2448,30,34,26,10,324,63296,58436,27
REST001537,4.9,4437,60,45,24,23,298,329075,320135,36
REST001538,3.6,3571,39,33,15,9,157,56849,53788,60
REST001539,3.7,2599,73,42,25,7,286,182968,172529,40
REST001540,4,4573,94,49,17,22,137,111776,105337,45
REST001541,3.9,658,51,31,26,15,300,172050,164400,37
REST001542,4,3223,30,22,19,11,193,137257,134362,49
REST001543,4.6,4514,81,48,17,25,166,181594,174871,41
REST001544,4.3,17,77,48,13,11,134,170090,164931,60
REST001545,3.7,3378,93,58,21,13,155,22041,14833,44
REST001546,4.2,2252,76,48,21,24,223,109753,101279,42
REST001547,4.6,2254,95,56,23,23,350,382690,366065,29
REST001548,4.2,3480,64,42,23,19,196,132507,126235,46
REST001549,4,2182,48,39,17,12,192,113623,109015,50
REST001550,3.8,1256,33,29,20,12,99,27165,25532,49
REST001551,4.3,37,52,36,20,12,221,205972,200226,49
REST001552,3.9,4668,48,35,23,6,270,96465,89985,42
REST001553,3.7,1756,92,59,16,6,115,141325,136035,47
REST001554,3.5,472,70,50,22,15,226,28204,20294,46
REST001555,3.1,2360,56,36,20,6,98,73539,70795,37
REST001556,4.5,4996,55,30,21,38,225,124069,117882,51
REST001557,4,491,55,29,27,16,271,159450,151998,42
REST001558,4,3306,82,41,17,17,218,197224,188286,36
REST001559,3.2,4826,83,52,22,14,283,323604,311860,43
REST001560,3.4,2749,31,20,17,9,114,56866,55099,51
REST001561,3.9,1007,48,34,14,9,121,100209,97305,47
REST001562,3.8,4511,93,59,21,8,169,146059,138201,54
REST001563,4.3,3218,33,15,25,10,371,348090,341969,36
REST001564,4.1,547,81,55,17,15,205,139523,131220,45
REST001565,3.7,3354,71,59,27,6,243,258634,250008,43
REST001566,4.1,541,75,52,25,12,285,175702,165015,33
REST001567,3.7,3916,85,42,19,5,110,98455,93780,49
REST001568,4,3004,73,40,26,15,264,55091,45455,37
REST001569,4.2,92,85,44,21,7,113,38296,33494,50
REST001570,4.6,4419,70,48,26,35,332,128244,116624,45
REST001571,3.8,2628,56,36,19,7,173,68803,63959,35
REST001572,4,2681,58,43,22,25,203,193333,187446,39
REST001573,4.3,2894,85,56,18,12,163,167342,160414,54
REST001574,4.1,4473,78,43,23,25,216,198419,189995,40
REST001575,3.9,2714,80,44,22,9,130,109207,104007,51
REST001576,3.4,4827,79,44,12,11,146,168051,162284,57
REST001577,4.1,4239,60,41,15,11,133,104345,100355,53
REST001578,3.9,2624,68,42,17,13,195,79953,73323,43
REST001579,4,4151,30,35,18,16,138,83285,81215,51
REST001580,3.7,1981,74,32,23,13,174,32825,26387,51
REST001581,3.7,70,30,31,20,5,182,86486,83756,58
REST001582,4.1,1381,52,43,18,10,100,78802,76202,53
REST001583,3.2,254,62,36,24,9,194,192851,186837,28
REST001584,4.3,2884,49,39,26,14,359,164177,155382,44
REST001585,3.8,4814,37,32,13,15,156,61888,59002,55
REST001586,3.9,2454,30,33,26,13,276,73117,68977,35
REST001587,4.4,490,85,51,18,13,238,68306,58191,46
REST001588,4.6,2912,55,41,18,36,132,20782,17152,47
REST001589,3.6,4006,30,26,18,6,110,83074,81424,56
REST001590,4.2,3489,87,56,19,11,125,67837,62400,52
REST001591,4.4,114,83,52,21,8,196,76181,68047,49
REST001592,3.9,2885,71,48,18,14,185,193417,186850,53
REST001593,4.2,1399,83,46,26,19,320,195833,182553,27
REST001594,3.5,2065,31,27,17,15,91,48188,46777,49
REST001595,3.6,1853,30,37,20,12,107,22084,20479,49
REST001596,4.5,3585,66,37,25,35,344,350880,339528,27
REST001597,3.9,1866,66,39,25,8,295,107527,97792,26
REST001598,4.4,3646,30,20,17,12,248,192872,189152,42
REST001599,3.9,1589,40,35,27,7,240,129297,124497,32
REST001600,4.3,2868,86,47,21,20,275,218336,206511,46
REST001601,4.3,4347,57,34,16,14,182,37608,32421,56
REST001602,4.2,4239,55,49,18,19,270,71733,64308,49
REST001603,4.6,4556,52,41,22,40,220,59373,53653,40
REST001604,4.4,430,61,47,22,22,162,187518,182577,54
REST001605,4.2,4409,30,33,23,17,300,69762,65262,40
REST001606,5,360,65,46,21,23,256,211947,203627,45
REST001607,4.4,314,42,38,25,15,276,269100,263304,39
REST001608,3.5,4575,30,25,17,14,194,211741,208831,55
REST001609,3.8,2275,57,39,22,12,116,76365,73059,44
REST001610,3.8,4245,48,30,17,6,252,105416,99368,43
REST001611,4,994,68,42,20,25,224,32435,24819,53
REST001612,4.1,2478,88,57,21,25,192,184594,176146,44
REST001613,3.6,2818,79,48,13,10,153,72678,66634,54
REST001614,4,1570,55,36,22,15,213,116131,110274,55
REST001615,4.1,4322,30,31,22,24,251,207722,203957,39
REST001616,4.4,260,42,34,17,14,195,37711,33616,54
REST001617,4.5,3120,92,48,26,28,279,236603,223769,32
REST001618,3.8,2452,44,31,20,6,105,47544,45234,52
REST001619,4,1970,60,36,17,19,108,72787,69547,37
REST001620,4.7,4512,52,39,21,28,219,194290,188596,49
REST001621,4,2944,63,46,22,20,131,21457,17331,42
REST001622,4.4,4611,52,43,23,14,373,273711,264013,40
REST001623,4.3,2112,63,39,24,11,324,320850,310644,42
REST001624,3.7,2917,34,29,17,8,90,72234,70704,43
REST001625,4.2,1439,72,49,22,17,263,232423,222955,36
REST001626,3.5,4722,55,40,20,15,102,73032,70227,54
REST001627,3.5,3737,31,31,23,13,216,83991,80643,54
REST001628,2.5,3734,58,37,20,14,145,96512,92307,49
REST001629,3.8,3299,71,46,23,14,161,175169,169454,46
REST001630,3.6,144,92,54,22,6,115,72298,67008,43
REST001631,3.8,2994,91,41,13,14,162,127268,119897,49
REST001632,3.9,3654,30,30,22,10,129,127787,125852,39
REST001633,4.4,3703,68,48,19,10,140,84823,80063,42
REST001634,3.6,383,70,51,23,14,165,84615,78840,37
REST001635,3.7,4713,68,47,18,5,101,94414,90980,43
REST001636,4,1811,52,42,21,13,223,151330,145532,54
REST001637,3.6,2203,83,48,20,6,207,96213,87623,55
REST001638,4,1357,30,34,17,18,151,37348,35083,59
REST001639,4.1,184,76,44,24,9,321,149059,136861,32
REST001640,4.3,1746,78,57,22,10,134,20904,15678,52
REST001641,3.9,3869,80,42,19,6,185,65634,58234,59
REST001642,3.9,3019,87,52,23,12,121,109754,104490,37
REST001643,4,3020,92,55,16,12,177,61404,53262,54
REST001644,4.2,3832,43,33,19,25,214,129484,124883,49
REST001645,4.6,516,70,36,18,32,234,201474,193284,48
REST001646,3.5,1895,48,34,21,15,171,159946,155842,52
REST001647,4.1,1775,93,52,24,11,326,170458,155299,34
REST001648,4.6,4104,30,34,16,20,180,115970,113270,58
REST001649,4.8,2775,50,41,20,27,269,261898,255173,36
REST001650,3.9,1468,51,37,26,10,315,66666,58634,43
REST001651,4.2,2452,74,53,17,17,194,61992,54814,53
REST001652,3.5,893,31,33,19,15,235,218331,214688,55
REST001653,3.8,611,60,31,19,10,105,36316,33166,41
REST001654,4.1,4885,88,58,23,22,247,90720,79852,28
REST001655,3.9,2633,62,46,19,15,188,153650,147822,35
REST001656,3.5,1276,55,29,18,11,114,23743,20608,60
REST001657,4,3731,93,52,22,23,237,78380,67360,39
REST001658,4.1,1891,58,47,23,17,253,124873,117536,52
REST001659,3.9,4937,49,35,19,12,178,38351,33990,38
REST001660,3.7,4237,63,41,17,11,224,142414,135358,43
REST001661,3.8,2646,48,38,14,15,165,150981,147021,46
REST001662,3.7,3970,79,48,17,12,202,37891,29912,48
REST001663,4.9,4363,57,42,21,21,205,94740,88898,44
REST001664,3.7,3554,30,18,14,10,160,177091,174691,46
REST001665,3.7,1846,60,42,24,8,304,55911,46791,38
REST001666,4.3,3511,30,23,16,16,177,205921,203266,47
REST001667,3.3,673,43,34,22,8,160,151507,148067,41
REST001668,3.6,4378,56,45,18,12,217,238795,232719,53
REST001669,3.9,1596,88,56,20,7,176,39705,31961,48
REST001670,4.1,1990,39,30,21,20,189,128854,125169,52
REST001671,4.8,4900,81,49,23,34,364,114073,99331,42
REST001672,5,1714,37,27,23,35,415,208666,200988,44
REST001673,3.5,3007,84,59,18,15,166,32532,25560,42
REST001674,4,2191,30,18,21,18,221,156781,153466,52
REST001675,4,1729,51,35,20,21,232,260582,254666,52
REST001676,4.1,3388,41,37,18,22,149,116315,113260,51
REST001677,3.6,4627,30,25,18,6,184,167627,164867,47
REST001678,3.9,2150,42,37,18,5,246,275751,270585,60
REST001679,3.7,1335,69,48,19,9,245,275250,266797,42
REST001680,4,1955,30,28,23,25,199,141124,138139,57
REST001681,4.4,2298,75,49,20,16,175,144900,138337,51
REST001682,3.6,795,78,51,26,9,321,170791,158272,38
REST001683,4.9,935,73,41,17,26,198,143140,135913,52
REST001684,3.9,3917,57,48,20,11,123,40737,37232,41
REST001685,3,2984,76,44,18,5,142,27246,21850,44
REST001686,4.3,224,93,50,20,25,209,246620,236901,36
REST001687,4.3,2426,53,40,22,25,223,104537,98628,42
REST001688,5,1536,60,41,16,34,205,83344,77194,47
REST001689,3.4,1117,56,39,19,9,128,77967,74383,45
REST001690,4.2,2413,82,51,16,19,173,191386,184293,51
REST001691,3.7,4287,30,29,15,15,161,164356,161941,54
REST001692,4.1,1896,42,35,27,15,265,242779,237214,38
REST001693,3.9,305,91,63,18,13,209,200000,190490,51
REST001694,3.3,815,30,27,18,6,150,86100,83850,43
REST001695,4.3,1227,33,33,21,22,232,179431,175603,45
REST001696,4,1923,82,51,21,18,106,78631,74285,55
REST001697,3.6,1353,35,35,23,15,213,30013,26286,46
REST001698,3.5,3213,71,50,17,8,142,134360,129319,48
REST001699,4,2964,69,38,23,23,215,41056,33638,45
REST001700,3.6,356,30,31,21,14,163,135337,132892,40
REST001701,4.1,2296,93,50,23,21,352,145006,128638,28
REST001702,4.1,2672,53,35,20,14,273,66175,58940,50
REST001703,3.7,3327,40,29,21,6,96,12816,10896,43
REST001704,4.2,3646,74,47,22,15,235,76986,68291,50
REST001705,3.5,2258,88,58,23,13,313,209919,196147,44
REST001706,4,3842,78,53,18,15,196,222436,214792,51
REST001707,3.6,47,45,33,22,13,234,222856,217591,53
REST001708,3.4,1915,40,32,19,14,111,119220,117000,37
REST001709,4.8,3937,72,47,22,35,161,23106,17310,35
REST001710,4.2,1642,94,53,16,21,179,175319,166906,50
REST001711,3.7,2638,54,38,21,5,110,46839,43869,39
REST001712,4.2,4174,76,46,14,15,137,55375,50169,56
REST001713,4.1,4828,78,54,16,23,164,64333,57937,48
REST001714,4.7,2242,44,28,20,40,268,321385,315489,44
REST001715,3.8,2707,30,28,22,9,328,162458,157538,26
REST001716,3.9,4199,78,55,12,13,174,192318,185532,47
REST001717,4.2,4397,42,38,22,11,223,28700,24017,44
REST001718,4.3,1294,55,35,13,25,164,40378,35868,46
REST001719,3.7,3545,53,34,23,12,261,227498,220581,26
REST001720,3.8,3045,60,45,18,14,150,61869,57369,58
REST001721,3.2,937,92,58,20,11,172,179980,172068,39
REST001722,4,2965,36,42,22,11,210,106633,102853,40
REST001723,4,25,48,39,18,9,238,173302,167590,52
REST001724,3.4,2544,54,38,18,11,101,110647,107920,42
REST001725,3.8,2161,85,44,21,7,130,60079,54554,48
REST001726,3.6,345,33,30,18,10,144,42981,40605,50
REST001727,3.6,1653,30,16,17,12,192,62469,59589,57
REST001728,3.4,3114,31,28,19,15,85,97904,96587,38
REST001729,5,3420,82,47,17,40,151,23311,17120,51
REST001730,4.7,3549,37,28,17,29,191,79740,76207,45
REST001731,3.4,827,30,23,21,13,97,24061,22606,48
REST001732,3.9,277,86,45,22,15,96,90155,86027,35
REST001733,3.8,2916,33,25,17,9,207,97931,94516,52
REST001734,4,2272,74,42,17,16,168,167885,161669,50
REST001735,4.3,1572,42,35,20,13,205,67896,63591,56
REST001736,3.9,25,50,40,18,14,203,51103,46028,51
REST001737,4.4,2171,40,29,27,20,306,309157,303037,41
REST001738,4.2,422,30,21,22,12,242,172337,168707,37
REST001739,4.5,1415,30,27,17,25,225,244642,241267,55
REST001740,4.5,1133,94,58,17,20,184,139433,130785,37
REST001741,3.9,1100,69,44,21,11,225,200679,192917,50
REST001742,3.5,3710,47,28,20,12,186,73358,68987,51
REST001743,3.8,4678,30,36,18,8,148,73665,71445,52
REST001744,3.6,3041,31,27,23,10,290,259251,254756,40
REST001745,3.2,576,61,43,21,15,134,76748,72661,48
REST001746,4.3,3202,41,32,23,13,179,141413,137744,44
REST001747,3.8,2399,44,29,21,6,171,123877,120115,50
REST001748,3.9,4934,47,36,21,8,219,47404,42258,54
REST001749,3.8,3678,65,47,16,6,121,41672,37739,55
REST001750,3.9,430,54,40,20,10,191,108946,103789,37
REST001751,3.5,4703,54,44,17,11,101,71339,68612,43
REST001752,3.4,4415,30,31,27,8,289,277636,273301,44
REST001753,5,2225,30,32,22,34,389,155957,150122,44
REST001754,3.6,4127,30,27,24,14,275,252054,247929,29
REST001755,3.5,2292,80,44,27,11,305,284101,271901,40
REST001756,4.6,3130,70,38,20,22,274,67513,57923,49
REST001757,3.7,2714,58,45,23,9,132,17380,13552,38
REST001758,4.2,3984,45,36,13,15,154,186098,182633,48
REST001759,4.2,1335,62,33,22,23,224,83341,76397,36
REST001760,3.5,3406,51,41,20,11,171,166759,162398,55
REST001761,3.9,3717,42,41,20,12,139,36473,33554,51
REST001762,3.2,1765,40,31,25,10,271,89226,83806,36
REST001763,3.6,1531,75,49,18,7,202,188995,181420,47
REST001764,4.2,2780,36,34,17,13,188,45251,41867,57
REST001765,4,41,76,54,20,10,229,197489,188787,53
REST001766,3.8,4804,48,40,28,14,308,234178,226786,42
REST001767,4.1,1221,53,46,21,25,197,80927,75707,50
REST001768,3.8,130,30,23,19,6,188,180604,177784,53
REST001769,3.7,2946,87,49,23,10,162,85197,78150,36
REST001770,4.4,2849,88,56,18,23,121,108447,103123,44
REST001771,4.1,679,92,59,20,25,196,161817,152801,49
REST001772,3.5,3705,30,28,19,7,121,42830,41015,35
REST001773,3.7,3721,30,26,18,13,191,130777,127912,47
REST001774,4.5,2898,64,49,26,36,284,200282,191194,44
REST001775,3.7,4206,67,43,18,8,177,129319,123390,48
REST001776,4.2,3035,92,56,16,18,150,31122,24222,51
REST001777,3.6,1311,44,37,15,11,121,30340,27678,47
REST001778,4.7,3125,68,46,15,35,178,94411,88359,46
REST001779,3.9,352,35,36,15,5,169,101416,98459,53
REST001780,3.9,3042,54,42,14,10,161,112014,107667,57
REST001781,3.5,552,79,46,17,9,233,254888,245684,56
REST001782,3.8,3985,49,29,21,15,194,174869,170116,51
REST001783,3.6,4336,71,47,21,13,161,117014,111299,45
REST001784,3.6,532,55,34,15,13,161,39960,35532,55
REST001785,3.8,4984,30,26,22,13,178,33321,30651,57
REST001786,3.9,1468,36,29,18,13,214,134066,130214,51
REST001787,4,2230,44,41,23,16,169,34614,30896,39
REST001788,4.5,437,40,30,18,15,169,85919,82539,40
REST001789,4.1,1307,53,41,21,15,202,137877,132524,46
REST001790,3.9,4910,90,49,22,10,114,19295,14165,49
REST001791,3.6,4078,88,48,23,11,207,182501,173393,44
REST001792,4,3489,32,34,21,19,141,76524,74268,43
REST001793,4.1,2751,46,41,13,18,182,80278,76092,48
REST001794,4.5,1979,31,39,20,29,216,219110,215762,35
REST001795,4,548,70,48,22,12,213,211330,203875,49
REST001796,3.7,514,66,39,13,9,135,24312,19857,53
REST001797,4.1,4492,36,35,19,11,200,171234,167634,41
REST001798,4.4,1689,30,25,17,25,188,144649,141829,48
REST001799,4,1400,66,44,22,21,224,106753,99361,52
REST001800,3.9,3889,37,31,22,6,223,214294,210168,52
REST001801,4,1194,34,30,20,12,188,173260,170064,54
REST001802,3.9,813,85,46,17,7,187,155210,147262,45
REST001803,4,2118,84,61,26,15,346,56584,42052,44
REST001804,3.7,3995,34,33,18,5,97,112310,110661,49
REST001805,3.8,2735,71,43,26,5,256,45276,36188,40
REST001806,4.3,1038,44,36,17,22,228,70018,65002,50
REST001807,3.5,4385,76,51,23,9,229,168571,159869,45
REST001808,4,3625,47,35,18,10,233,76232,70757,58
REST001809,4.6,435,44,38,21,25,215,174775,170045,46
REST001810,3.9,829,93,52,20,6,198,43401,34194,45
REST001811,4.6,1546,41,31,18,28,231,138466,133730,53
REST001812,4.4,1105,67,43,20,19,207,124200,117265,45
REST001813,4.1,4670,91,47,19,15,229,218878,208458,53
REST001814,4.2,883,58,41,13,22,167,180886,176043,56
REST001815,3.5,3872,94,63,18,12,159,102869,95396,35
REST001816,3.9,2715,61,45,22,5,195,57950,52002,52
REST001817,4.7,2767,71,45,24,39,308,168537,157603,43
REST001818,4.8,3203,54,38,19,25,271,66072,58755,51
REST001819,4.2,337,55,48,22,12,195,224195,218832,39
REST001820,4.3,775,30,29,21,23,274,186372,182262,57
REST001821,3.7,2139,55,42,28,8,318,96621,87876,42
REST001822,4.7,2742,88,52,17,31,179,183483,175607,46
REST001823,4.4,176,67,35,27,8,287,34988,25373,33
REST001824,4.1,2251,50,33,21,11,208,60962,55762,49
REST001825,3.3,3979,30,26,21,12,156,25510,23170,56
REST001826,4,3794,93,55,27,12,326,62350,47191,38
REST001827,4.4,352,77,52,12,22,142,100217,94750,58
REST001828,4.2,1253,67,46,18,22,132,96658,92236,48
REST001829,4.9,1293,79,42,17,40,196,52220,44478,48
REST001830,4.3,2365,40,37,18,10,234,226418,221738,38
REST001831,3.8,516,45,29,26,11,250,44215,38590,33
REST001832,4.6,3409,83,44,23,29,221,129159,119987,38
REST001833,3.8,3847,38,34,19,9,252,188402,183614,40
REST001834,4.7,2417,84,48,23,27,192,130838,122774,35
REST001835,4.8,53,81,43,22,15,310,145563,133008,60
REST001836,4.1,1324,30,31,14,12,149,163122,160887,53
REST001837,3.4,1820,63,43,16,11,107,16178,12807,57
REST001838,4.7,2792,73,41,23,23,224,106592,98416,47
REST001839,3.4,3393,90,60,22,5,157,143033,135968,41
REST001840,3.7,4459,69,53,17,7,198,84635,77804,55
REST001841,3.6,3125,49,31,27,14,285,194942,187960,36
REST001842,4.2,874,85,48,20,13,228,92841,83151,55
REST001843,4.1,4754,36,37,20,17,199,124494,120912,47
REST001844,3.7,1031,75,48,23,15,113,89707,85469,42
REST001845,3.5,305,80,53,23,11,162,116756,110276,41
REST001846,3.8,348,45,28,18,7,116,90839,88229,60
REST001847,3.5,653,73,40,24,5,218,244709,236752,31
REST001848,3.7,3298,87,54,28,11,325,152100,137962,38
REST001849,4.3,3505,36,28,28,23,384,66631,59719,32
REST001850,4.2,2139,42,31,20,11,201,88440,84219,52
REST001851,4.1,4863,31,23,15,14,138,155891,153752,47
REST001852,3.7,1043,30,31,25,7,287,213528,209223,43
REST001853,4.8,3505,64,38,15,22,153,68016,63120,51
REST001854,4.2,1601,65,45,19,20,190,153284,147109,40
REST001855,4.2,4424,54,45,21,15,237,82568,76169,38
REST001856,4.4,2657,47,28,15,19,147,125699,122245,50
REST001857,4.3,3659,41,29,22,25,227,179361,174708,40
REST001858,3.3,1533,41,31,16,10,131,28830,26144,46
REST001859,4.6,3900,42,28,20,29,206,196276,191950,37
REST001860,4.3,3086,30,17,15,13,173,199399,196804,48
REST001861,4.1,3166,84,52,18,13,193,130881,122775,54
REST001862,4.2,3430,42,33,21,25,229,53187,48378,48
REST001863,4.4,2756,55,35,23,21,337,198250,188982,44
REST001864,5,272,45,37,16,12,216,107049,102189,47
REST001865,3.3,4970,85,43,18,6,121,148830,143687,56
REST001866,4.3,504,94,49,16,12,182,108850,100296,51
REST001867,4,3798,54,26,21,12,212,58115,52391,53
REST001868,4.4,1615,78,47,21,23,224,26544,17808,43
