restaurant_id,swiggy_rating,swiggy_total_reviews,swiggy_delivery_fee_inr,swiggy_avg_delivery_time_minutes,swiggy_platform_commission_pct,swiggy_discount_frequency_pct,swiggy_estimated_monthly_orders,swiggy_estimated_monthly_revenue_inr,swiggy_estimated_net_profit_inr,swiggy_market_share_pct
REST001399,3.9,4497,95,59,18,12,147,138259,131276,46
REST001400,3.9,2326,94,60,17,14,108,99231,94155,65
REST001401,4.3,3154,30,25,19,15,208,175387,172267,58
REST001402,3.4,1974,88,57,18,12,193,34025,25533,43
REST001403,3.7,4614,93,45,23,15,223,212576,202207,61
REST001404,3.9,725,30,30,22,12,320,337459,332659,74
REST001405,4.7,3425,68,43,23,33,270,199999,190819,51
REST001406,3.6,366,34,36,17,13,152,174226,171642,44
REST001407,4.5,4170,81,50,21,21,145,145363,139491,49
REST001408,4.2,625,73,57,17,13,166,102646,96587,52
REST001409,4.2,4750,88,52,21,21,142,16827,10579,62
REST001410,3.8,2891,64,34,15,7,162,169646,164462,51
REST001411,3.6,3261,71,45,18,5,214,207417,199820,53
REST001412,4.3,4908,50,42,18,12,125,45100,41975,48
REST001413,3.4,229,87,47,18,14,82,27971,24404,63
REST001414,4.2,3507,36,24,20,25,172,182044,178948,53
REST001415,3.6,2842,30,32,18,8,170,74579,72029,44
REST001416,3.7,2830,71,54,25,11,228,58140,50046,66
REST001417,3.7,4876,88,52,21,8,180,151443,143523,53
REST001418,3.7,569,91,48,26,8,274,266832,254365,69
REST001419,3.5,4687,92,51,21,10,130,44263,38283,63
REST001420,3.7,3246,30,33,18,5,101,66587,65072,57
REST001421,4.5,4836,70,40,22,21,137,108676,103881,57
REST001422,4.4,3675,77,44,17,20,149,144570,138833,51
REST001423,4.1,3392,30,23,19,23,256,275788,271948,50
REST001424,4.1,1625,59,38,20,22,269,284709,276774,52
REST001425,4.4,599,44,40,21,17,250,182687,177187,50
REST001426,4.4,3205,87,52,14,24,162,54474,47427,50
REST001427,4.7,4889,66,43,21,29,204,215793,209061,54
REST001428,4.1,869,30,21,19,12,202,67575,64545,54
REST001429,4.5,3398,35,17,20,27,219,195873,192041,52
REST001430,3.8,1939,62,36,18,8,255,92840,84935,49
REST001431,4,1016,55,38,23,22,195,131080,125718,56
REST001432,3.4,2139,87,45,17,11,149,145064,138583,47
REST001433,4.3,3938,54,44,23,13,275,95711,88286,50
REST001434,4,3886,31,35,20,12,209,167701,164462,63
REST001435,3.7,3624,77,44,21,10,113,109712,105362,51
REST001436,3.5,1951,45,36,15,11,125,155231,152418,48
REST001437,3.8,938,89,47,19,14,202,101608,92619,44
REST001438,4,1605,78,52,21,22,137,151954,146611,63
REST001439,3.1,2037,33,35,22,11,155,163698,161141,57
REST001440,3.8,232,70,51,21,10,171,24991,19006,59
REST001441,4.1,3633,31,30,22,24,186,104312,101429,47
REST001442,4.4,206,33,33,19,14,205,52803,49421,53
REST001443,3.9,857,78,58,20,13,187,96342,89049,50
REST001444,3.6,2876,47,32,22,5,200,136968,132268,54
REST001445,4.2,1249,30,23,20,10,205,139564,136489,52
REST001446,3.5,948,52,33,18,5,127,88831,85529,64
REST001447,4.4,314,31,26,15,11,167,111430,108842,44
REST001448,4.6,1940,78,50,21,40,294,65497,54031,53
REST001449,3.8,2600,85,57,20,13,119,73018,67960,47
REST001450,3.6,838,44,29,18,6,217,118508,113734,46
REST001451,3.6,4559,80,43,18,15,220,260136,251336,52
REST001452,4.4,312,41,34,19,14,284,158037,152215,54
REST001453,4,2674,81,57,22,19,349,214781,200647,68
REST001454,3.8,3534,46,36,21,5,204,53182,48490,42
REST001455,4.4,1693,73,45,20,17,132,22809,17991,57
REST001456,3.3,3162,86,48,21,9,141,118518,112455,51
REST001457,4.1,3607,92,54,23,16,247,109929,98567,57
REST001458,3.8,3309,80,50,20,14,235,236316,226916,46
REST001459,4,2611,88,57,20,17,173,44564,36952,54
REST001460,4.6,823,31,34,20,30,246,165312,161499,46
REST001461,4.3,4534,60,32,18,17,191,148945,143215,64
REST001462,3.6,3214,66,45,23,12,94,69774,66672,58
REST001463,4.2,1440,90,57,26,19,274,136660,124330,68
REST001464,4,3520,81,43,25,21,352,255552,241296,65
REST001465,3.8,647,64,50,13,10,161,124942,119790,40
REST001466,3.9,3186,34,31,18,9,193,65994,62713,54
REST001467,4.2,105,46,30,21,11,201,131954,127331,61
REST001468,3.8,3261,73,46,13,12,166,118135,112076,44
REST001469,3.8,2859,85,55,22,13,231,172252,162434,54
REST001470,4.8,3421,43,41,17,28,314,154808,148057,49
REST001471,4.4,741,36,29,18,24,106,18166,16258,63
REST001472,3.6,2608,41,35,27,7,220,66649,62139,69
REST001473,3.5,1193,41,35,21,9,199,193525,189446,62
REST001474,3.9,1552,51,45,22,5,101,27651,25076,50
REST001475,3.7,4733,62,41,22,5,197,165491,159384,56
REST001476,4,3924,49,33,27,17,329,82138,74077,62
REST001477,4,2946,51,45,19,25,190,200993,196148,58
REST001478,4.2,3133,30,18,20,11,226,207739,204349,57
REST001479,4,1764,36,41,18,13,220,154061,150101,42
REST001480,4.2,2545,39,30,18,13,241,34385,29686,47
REST001481,3.8,4494,85,40,19,7,181,170360,162668,57
REST001482,4.5,613,65,43,23,21,283,325121,315924,65
REST001483,3.7,3897,88,49,18,13,175,190568,182868,62
REST001484,3.6,1909,69,47,20,8,167,142818,137056,59
REST001485,4.4,2575,71,40,12,21,175,32802,26589,55
REST001486,2.9,1369,75,42,23,9,90,83506,80131,54
REST001487,4.2,752,30,28,23,20,346,352473,347283,64
REST001488,4.2,4421,30,33,28,11,283,87616,83371,61
REST001489,4.7,506,90,56,19,32,241,160462,149617,49
REST001490,3.3,2164,89,41,23,13,193,120225,111636,47
REST001491,3.9,2598,63,41,22,15,257,275031,266935,75
REST001492,3.9,411,79,49,14,9,135,26935,21602,44
REST001493,3.7,3467,64,48,26,6,240,56832,49152,69
REST001494,4.7,3607,46,35,15,32,143,141970,138681,50
REST001495,4.4,2406,30,24,16,15,159,123810,121425,51
REST001496,4.1,2669,78,47,23,19,207,54033,45960,62
REST001497,3.5,3914,69,38,25,14,244,206607,198189,71
REST001498,3.9,3759,55,37,21,14,217,174858,168891,46
REST001499,3.9,3080,80,51,22,5,116,52930,48290,58
REST001500,3.3,2107,94,49,27,10,282,45906,32652,69
REST001501,4.2,2234,51,33,20,16,222,27705,22044,46
REST001502,4.4,3502,91,54,20,15,208,32614,23150,61
REST001503,3.2,3835,80,52,14,14,119,68977,64217,46
REST001504,3.6,4184,30,35,17,9,201,96094,93079,45
REST001505,4.3,4738,67,42,25,18,273,286650,277504,69
REST001506,3.2,497,70,58,21,8,146,159630,154520,59
REST001507,3.8,2668,40,47,20,15,240,124416,119616,43
REST001508,3.7,2025,33,25,21,8,247,86637,82562,47
REST001509,3.9,1364,50,45,23,6,315,223631,215756,63
REST001510,4,3748,63,37,14,21,129,57466,53403,54
REST001511,4.2,389,49,36,15,10,157,145994,142147,54
REST001512,3.5,4644,30,33,21,7,235,185093,181568,55
REST001513,3.9,2277,84,56,28,9,270,62208,50868,72
REST001514,3.8,2254,30,23,19,10,99,91576,90091,62
REST001515,4,4040,86,57,27,13,330,163330,149140,58
REST001516,4,2681,30,26,22,14,158,84665,82295,63
REST001517,4.8,3374,39,41,14,33,198,113406,109545,47
REST001518,3.5,3839,48,35,18,6,106,86137,83593,51
REST001519,4.1,3022,30,20,20,23,231,200508,197043,54
REST001520,3.8,2988,80,49,22,5,182,176740,169460,62
REST001521,4.3,2813,94,57,17,11,202,69411,59917,47
REST001522,3.4,875,55,30,20,14,138,44380,40585,60
REST001523,4.4,2955,89,63,19,24,288,297432,284616,46
REST001524,4.6,2276,60,42,26,37,314,64131,54711,72
REST001525,4,4012,76,57,24,10,351,355057,341719,64
REST001526,4.2,1358,62,42,23,14,278,174672,166054,62
REST001527,3.5,2840,80,59,21,15,206,144838,136598,49
REST001528,3.7,1753,93,46,17,14,157,60594,53293,42
REST001529,3.8,1018,49,39,18,6,101,93338,90863,57
REST001530,4.5,971,72,46,17,27,180,31971,25491,55
REST001531,4.2,4312,30,23,19,14,206,60403,57313,52
REST001532,3.5,3811,30,26,23,10,269,233228,229193,74
REST001533,3.9,3833,80,38,17,15,124,36330,31370,48
REST001534,4.2,4826,84,50,16,10,162,107231,100427,43
REST001535,3.9,4483,30,26,20,9,97,52690,51235,54
REST001536,3.6,3409,30,24,25,8,277,54846,50691,73
REST001537,3.5,3996,60,46,26,7,213,229021,222631,64
REST001538,3.7,3356,39,36,17,11,161,56926,53786,40
REST001539,4.2,1035,73,44,25,24,325,207918,196056,60
REST001540,3.6,1921,94,51,16,13,124,102389,96561,55
REST001541,3.7,4029,51,40,25,5,284,165075,157833,63
REST001542,4.5,3530,30,31,19,27,217,154326,151071,51
REST001543,4.3,2794,81,38,22,16,155,159346,153068,59
REST001544,4.5,2081,77,48,14,34,140,175663,170273,40
REST001545,3.9,679,93,56,19,13,163,23765,16185,56
REST001546,4.8,3281,76,54,23,35,254,121846,112194,58
REST001547,4,3232,95,46,27,19,304,315126,300686,71
REST001548,4.1,1047,64,29,22,15,192,131489,125345,54
REST001549,4.3,1685,48,45,20,16,206,117502,112558,50
REST001550,4.1,2537,33,36,19,16,107,29727,27962,51
REST001551,4.2,1262,52,36,17,17,216,208861,203245,51
REST001552,4.9,3715,48,31,26,31,339,116399,108263,58
REST001553,3.4,593,92,52,17,11,106,128714,123838,53
REST001554,4.6,3811,70,40,18,21,297,38966,28571,54
REST001555,3.8,4089,56,40,21,8,121,89663,86275,63
REST001556,3.8,2066,55,42,20,10,190,106096,100871,49
REST001557,4,3652,55,34,23,10,271,168188,160735,58
REST001558,4.2,3353,82,46,21,18,229,197191,187802,64
REST001559,4,1150,83,37,22,20,354,404791,390100,57
REST001560,4.5,3083,31,35,22,26,151,70785,68445,49
REST001561,4.1,3271,48,33,15,11,127,103955,100907,53
REST001562,3.5,408,93,53,18,13,155,139047,131839,46
REST001563,3.8,4360,33,23,24,8,328,311849,306437,64
REST001564,3.8,729,81,43,17,7,190,129314,121619,55
REST001565,3.8,4679,71,46,23,14,250,280665,271790,57
REST001566,4.3,4485,75,54,27,12,299,179417,168205,67
REST001567,4.3,852,85,47,23,25,128,108908,103468,51
REST001568,4.1,694,73,46,25,23,271,57316,47425,63
REST001569,4.5,687,85,56,19,24,121,42046,36903,50
REST001570,3.9,2107,70,50,23,10,282,113347,103477,55
REST001571,3.8,3801,56,40,18,9,173,69653,64809,65
REST001572,4.6,2678,58,50,18,21,233,233284,226527,61
REST001573,3.6,3018,85,56,17,15,136,141325,135545,46
REST001574,3.6,3120,78,46,18,14,190,185869,178459,60
REST001575,4.8,3207,80,47,21,32,161,136983,130543,49
REST001576,3.7,1087,79,46,12,15,159,183015,176734,43
REST001577,4.2,4779,60,48,14,13,137,108747,104637,47
REST001578,3.9,1765,68,38,22,13,195,75137,68507,57
REST001579,3.6,4584,30,26,22,6,124,71185,69325,49
REST001580,4.1,2443,74,48,20,22,193,37828,30687,49
REST001581,3.7,3185,30,36,17,12,182,89729,86999,42
REST001582,3.8,3725,52,46,20,5,92,70729,68337,47
REST001583,3.5,1456,62,38,27,6,212,202426,195854,72
REST001584,3.3,1686,49,36,28,11,276,122808,116046,56
REST001585,3.6,461,37,31,16,14,148,56689,53951,45
REST001586,4,4537,30,23,22,23,284,79304,75044,65
REST001587,3.5,1331,85,42,17,5,190,55195,47120,54
REST001588,3.3,3886,55,38,18,15,94,14799,12214,53
REST001589,4.1,2339,30,28,13,25,125,100158,98283,44
REST001590,3.9,2591,87,55,19,6,116,62953,57907,48
REST001591,3.9,3515,83,51,22,6,173,66390,59210,51
REST001592,4.4,306,71,45,18,22,209,218509,211090,47
REST001593,3.3,3142,83,55,22,15,252,162555,152097,73
REST001594,3.5,887,31,19,19,7,91,47026,45616,51
REST001595,4.5,4444,30,27,18,35,134,28349,26339,51
REST001596,3.6,210,66,58,23,11,275,287980,278905,73
REST001597,3.8,3360,66,42,28,5,287,100427,90956,74
REST001598,4.3,4163,30,28,21,21,242,179135,175505,58
REST001599,4.5,2162,40,37,26,37,277,151275,145735,68
REST001600,3.9,2661,86,55,18,11,250,206025,195275,54
REST001601,3.7,4262,57,46,12,5,157,33987,29512,44
REST001602,4.5,777,55,43,21,20,290,74228,66253,51
REST001603,4.2,3345,52,39,21,15,201,54941,49715,60
REST001604,4.1,3353,61,42,21,24,151,177026,172420,46
REST001605,4,3948,30,30,26,20,286,63915,59625,60
REST001606,4,1438,65,45,18,20,205,176168,169506,55
REST001607,4,1308,42,35,25,22,251,244725,239454,61
REST001608,3.6,3349,30,27,20,11,200,210400,207400,45
REST001609,4.3,1141,57,34,21,16,131,87345,83612,56
REST001610,3.9,3937,48,29,20,11,259,104428,98212,57
REST001611,3.6,2623,68,35,22,5,202,28518,21650,47
REST001612,3.6,3899,88,47,23,15,168,157431,150039,56
REST001613,4.2,557,79,53,17,19,179,81119,74048,46
REST001614,3.9,4569,55,39,18,13,207,118648,112955,45
REST001615,3.8,2515,30,29,19,8,233,200242,196747,61
REST001616,3.8,4897,42,29,17,12,168,32489,28961,46
REST001617,4,3968,92,46,26,14,248,210313,198905,68
REST001618,4.4,2285,44,27,22,18,121,53419,50757,48
REST001619,4.3,4427,60,33,19,19,117,76953,73443,63
REST001620,4,1346,52,37,18,13,186,171279,166443,51
REST001621,4,3857,63,47,18,15,131,22558,18431,58
REST001622,4.8,1865,52,39,28,33,407,279267,268685,60
REST001623,4.1,2045,63,39,26,11,309,297943,288210,58
REST001624,4.2,2376,34,23,17,15,102,81866,80132,57
REST001625,3.6,773,72,35,20,8,225,203940,195840,64
REST001626,4.4,1445,55,43,18,12,128,93939,90419,46
REST001627,4,3379,31,25,22,15,247,97293,93464,46
REST001628,4.3,2334,58,42,22,18,249,161591,154370,51
REST001629,4,497,71,52,18,21,170,196972,190937,54
REST001630,4.5,4491,92,53,18,26,144,95172,88548,57
REST001631,4.2,2720,91,50,14,19,179,139007,130863,51
REST001632,4.5,2905,30,16,20,38,149,151384,149149,61
REST001633,3.4,155,68,41,21,12,108,63819,60147,58
REST001634,4.4,1049,70,36,22,16,202,104934,97864,63
REST001635,3.9,839,68,49,21,7,107,96364,92726,57
REST001636,4.1,4705,52,39,23,17,228,150806,144878,46
REST001637,4.1,3102,83,56,19,17,236,111063,101269,45
REST001638,3.6,4365,30,27,15,5,135,34195,32170,41
REST001639,3.6,4864,76,48,27,14,282,125780,115064,68
REST001640,3.9,2177,78,47,22,5,122,19032,14274,48
REST001641,3.6,862,80,52,22,7,170,58078,51278,41
REST001642,4.1,1372,87,56,17,24,127,124172,118648,63
REST001643,4.9,1918,92,56,13,23,217,77970,67988,46
REST001644,3.5,1578,43,38,20,14,178,106372,102545,51
REST001645,3.9,2901,70,47,23,14,199,160891,153926,52
REST001646,3.8,1893,48,36,22,14,186,171774,167310,48
REST001647,3.9,4286,93,57,24,13,310,162092,147677,66
REST001648,4,2353,30,33,15,25,156,101704,99364,42
REST001649,4.1,1543,50,43,20,22,230,223928,218178,64
REST001650,4.2,4865,51,35,24,19,339,73685,65040,57
REST001651,3.6,4250,74,47,20,13,166,51128,44986,47
REST001652,4.5,2543,31,21,18,23,302,284043,279362,45
REST001653,3.9,3899,60,51,22,13,108,35970,32730,59
REST001654,4.7,4416,88,55,24,39,283,102593,90141,72
REST001655,4.3,3162,62,44,20,10,208,167897,161449,65
REST001656,4.4,1322,55,54,12,12,143,31963,28030,40
REST001657,4.7,1049,93,51,21,24,278,93118,80191,61
REST001658,3.9,1163,58,34,20,13,240,123072,116112,48
REST001659,3.9,4803,49,46,23,11,178,36457,32096,62
REST001660,3.7,2772,63,36,17,7,224,142414,135358,57
REST001661,3.6,1732,48,35,13,10,157,145331,141563,54
REST001662,3.9,2348,79,62,20,15,213,38510,30096,52
REST001663,4,455,57,38,17,11,167,81086,76327,56
REST001664,4.3,1769,30,27,17,24,186,198687,195897,54
REST001665,4.3,923,60,44,24,17,354,65107,54487,62
REST001666,4.1,340,30,33,15,13,169,198955,196420,53
REST001667,4.5,723,43,36,20,29,218,211721,207034,59
REST001668,4.1,4243,56,40,21,25,247,261864,254948,47
REST001669,3.9,2641,88,55,21,5,176,39209,31465,52
REST001670,3.7,4271,39,28,18,9,170,120302,116987,48
REST001671,3.6,2328,81,44,26,6,273,82222,71165,58
REST001672,4.7,3084,37,31,24,37,390,193549,186334,56
REST001673,3.6,4166,84,50,20,5,171,32695,25513,58
REST001674,4.6,44,30,21,19,8,254,184754,180944,48
REST001675,3.8,2145,51,32,19,5,220,250192,244582,48
REST001676,3.7,2739,41,30,16,5,134,107157,104410,49
REST001677,3.3,3529,30,29,19,14,169,152084,149549,53
REST001678,4.3,1203,42,36,18,11,271,303774,298083,40
REST001679,3.9,1896,69,42,20,14,258,286276,277375,58
REST001680,4.1,2025,30,31,18,23,204,154064,151004,43
REST001681,4.2,534,75,48,18,17,167,141732,135470,49
REST001682,4.6,357,78,47,23,14,410,226988,210998,62
REST001683,4.3,2290,73,54,17,17,173,125066,118752,48
REST001684,2.8,2839,57,41,17,13,88,30238,27730,59
REST001685,3.9,3129,76,39,21,15,185,34199,27169,56
REST001686,3.2,4166,93,62,21,9,156,181779,174525,64
REST001687,4.3,560,53,37,22,16,223,104537,98628,58
REST001688,4.1,649,60,44,14,19,168,69928,64888,53
REST001689,3.9,904,56,52,17,15,147,91751,87635,55
REST001690,3.4,594,82,50,13,11,140,160410,154670,49
REST001691,4.1,2995,30,24,12,21,178,188124,185454,46
REST001692,4.2,2817,42,32,23,23,271,261880,256189,62
REST001693,4.3,1005,91,56,17,11,231,223748,213238,49
REST001694,4.2,4849,30,28,21,24,191,105623,102758,57
REST001695,3.9,370,33,23,20,15,211,165255,161773,55
REST001696,3.5,4242,82,44,17,7,93,72481,68668,45
REST001697,4.1,3183,35,39,21,13,243,35130,30878,54
REST001698,3.7,3921,71,46,15,8,150,145350,140025,52
REST001699,3.9,1540,69,42,17,10,209,43020,35810,55
REST001700,3.5,4797,30,22,20,9,159,133687,131302,60
REST001701,3.6,342,93,56,26,12,309,122333,107964,72
REST001702,3.6,1676,53,41,23,8,239,55761,49427,50
REST001703,4.2,803,40,27,19,21,109,14921,12741,57
REST001704,4.2,3829,74,45,21,11,235,77973,69278,50
REST001705,4.3,3694,88,54,22,19,385,261561,244621,56
REST001706,3.6,1834,78,46,20,9,177,195974,189071,49
REST001707,4,3313,45,39,19,20,260,257142,251292,47
REST001708,3.9,155,40,30,18,11,127,138089,135549,63
REST001709,3.5,191,72,39,21,13,117,17007,12795,65
REST001710,4,1719,94,52,17,14,170,164522,156532,50
REST001711,4.2,293,54,43,22,22,125,52552,49177,61
REST001712,3.4,2264,76,51,14,12,110,44462,40282,44
REST001713,4.6,513,78,44,17,39,184,71320,64144,52
REST001714,3.5,3710,44,40,22,10,199,232674,228296,56
REST001715,3.7,2942,30,23,23,14,319,155975,151190,74
REST001716,4.1,1976,78,44,15,21,183,195370,188233,53
REST001717,4.5,2136,42,32,21,39,239,31153,26134,56
REST001718,3.8,3316,55,38,17,13,145,34059,30071,54
REST001719,3.6,4738,53,42,22,9,254,224271,217540,74
REST001720,3.7,4407,60,42,15,5,146,62422,58042,42
REST001721,4.6,4575,92,51,23,20,248,249775,238367,61
REST001722,4,1836,36,32,23,12,210,105266,101486,60
REST001723,4.2,3942,48,29,20,12,250,177600,171600,48
REST001724,3.5,2565,54,36,23,7,104,106986,104178,58
REST001725,3.8,3670,85,45,20,13,130,60840,55315,52
REST001726,3.4,4890,33,30,17,14,136,41088,38844,50
REST001727,4.3,659,30,30,18,21,229,73609,70174,43
REST001728,3.1,4895,31,30,18,12,78,90951,89742,62
REST001729,3.4,1785,82,47,14,8,103,16475,12252,49
REST001730,4.1,2827,37,38,15,10,167,71400,68311,55
REST001731,4,2379,30,32,20,17,114,28636,26926,52
REST001732,3.8,124,86,48,19,13,93,90697,86698,65
REST001733,3.4,4264,33,28,23,8,185,81196,78144,48
REST001734,3.9,314,74,48,16,7,164,165863,159795,50
REST001735,4.8,489,42,35,20,13,229,75844,71035,44
REST001736,3.1,504,50,44,21,12,161,39047,35022,49
REST001737,4.2,3996,40,30,26,10,292,299054,293214,59
REST001738,3,1011,30,17,21,14,173,124779,122184,63
REST001739,4.4,3938,30,21,18,24,220,236324,233024,45
REST001740,3.6,3120,94,55,19,5,147,108710,101801,63
REST001741,4.4,1141,69,45,20,24,254,229412,220649,50
REST001742,4.1,3125,47,33,20,11,218,85979,80856,49
REST001743,4,3035,30,29,22,19,156,73859,71519,48
REST001744,4.6,974,31,24,22,23,370,335064,329329,60
REST001745,4,3663,61,35,17,21,167,100492,95398,52
REST001746,3.3,3336,41,37,19,12,137,113855,111046,56
REST001747,3.6,4252,44,32,23,15,162,114386,110822,50
REST001748,3.9,3780,47,30,19,10,219,48604,43458,46
REST001749,3.5,3138,65,42,16,10,111,38228,34620,45
REST001750,4,1051,54,43,19,22,196,113195,107903,63
REST001751,2.9,970,54,31,22,5,84,55757,53489,57
REST001752,4.2,281,30,24,22,14,358,367479,362109,56
REST001753,4.1,1745,30,29,24,11,319,124614,119829,56
REST001754,3.8,1758,30,29,22,15,291,273737,269372,71
REST001755,3.7,2172,80,46,22,7,322,320480,307600,60
REST001756,4.6,2449,70,44,17,32,274,70045,60455,51
REST001757,3.7,279,58,41,18,7,132,18509,14681,62
REST001758,4.1,3321,45,37,15,21,150,177097,173722,52
REST001759,4.3,3979,62,37,22,17,230,85573,78443,64
REST001760,4.3,3197,51,31,23,21,210,197112,191757,45
REST001761,3.7,1829,42,33,20,7,132,34636,31864,49
REST001762,3.9,4194,40,33,27,14,330,105755,99155,64
REST001763,4.1,1050,75,44,18,25,230,215192,206567,53
REST001764,4,3242,36,25,18,20,179,42566,39344,43
REST001765,3.7,1112,76,52,21,11,211,179691,171673,47
REST001766,4.5,3388,48,29,24,38,364,292131,283395,58
REST001767,3.7,2249,53,44,18,14,178,75899,71182,50
REST001768,3.4,2688,30,26,17,10,168,165375,162855,47
REST001769,4,707,87,54,21,15,175,94424,86812,64
REST001770,4.2,2497,88,56,21,12,115,99299,94239,56
REST001771,3.7,3172,92,61,18,5,177,149784,141642,51
REST001772,4.4,3187,30,34,22,23,152,51810,49530,65
REST001773,3.8,998,30,26,18,8,197,134885,131930,53
REST001774,3.6,516,64,45,25,7,227,162248,154984,56
REST001775,4.3,2035,67,39,20,18,206,146836,139935,52
REST001776,3.8,2216,92,48,15,14,136,28553,22297,49
REST001777,4.5,2167,44,31,17,34,152,37217,33873,53
REST001778,3.4,3540,68,49,17,14,129,66811,62425,54
REST001779,4.4,2980,35,37,15,14,191,114619,111276,47
REST001780,3.9,2856,54,42,16,12,161,109409,105062,43
REST001781,4.6,2816,79,51,18,24,306,330712,318625,44
REST001782,4.2,982,49,36,19,17,214,197780,192537,49
REST001783,3.1,559,71,38,21,5,139,101025,96090,55
REST001784,4.1,2225,55,33,17,15,184,44594,39534,45
REST001785,3.8,92,30,26,21,7,178,33748,31078,43
REST001786,4.3,439,36,26,21,21,235,141836,137606,49
REST001787,3.8,3668,44,28,20,5,161,34260,30718,61
REST001788,4.3,876,40,31,17,24,161,82850,79630,60
REST001789,4,1490,53,42,20,13,197,136166,130945,54
REST001790,3.8,2681,90,46,19,12,111,19510,14515,51
REST001791,3.3,2658,88,51,22,5,190,169689,161329,56
REST001792,4,1367,32,25,17,11,141,80399,78143,57
REST001793,4.5,1488,46,42,15,29,200,86190,81590,52
REST001794,3.5,4911,31,25,18,15,168,174679,172075,65
REST001795,4.5,371,70,51,20,13,239,243206,234841,51
REST001796,3.7,2215,66,46,17,15,135,23194,18739,47
REST001797,4,3821,36,33,19,13,195,166953,163443,59
REST001798,4.2,4569,30,31,14,15,180,143499,140799,52
REST001799,3.8,98,66,42,23,9,213,100210,93181,48
REST001800,3.9,4438,37,31,18,15,223,225283,221158,48
REST001801,4.4,815,34,22,18,11,207,195540,192021,46
REST001802,3.2,4612,85,55,22,9,153,119340,112837,55
REST001803,3.4,1727,84,52,24,14,294,49380,37032,56
REST001804,3.7,1287,34,26,18,12,97,112310,110661,51
REST001805,4.1,2018,71,43,24,20,276,50132,40334,60
REST001806,3.9,2521,44,30,19,9,207,62037,57483,50
REST001807,3.9,4194,76,46,25,5,255,182835,173145,55
REST001808,3.5,1095,47,39,19,10,204,65930,61136,42
REST001809,3.6,413,44,34,21,13,168,136568,132872,54
REST001810,3.7,3037,93,49,21,15,188,40694,31952,55
REST001811,3.6,1611,41,28,21,5,180,103948,100258,47
REST001812,4.1,1824,67,43,22,15,193,112905,106439,55
REST001813,4.3,923,91,57,18,21,241,233191,222226,47
REST001814,3.7,471,58,44,12,12,147,161053,156790,44
REST001815,4.4,2867,94,55,23,18,200,121506,112106,65
REST001816,4.5,1108,61,47,17,22,225,71151,64289,48
REST001817,3.6,3232,71,42,26,10,236,125740,117362,57
REST001818,4.4,3957,54,31,19,20,248,60464,53768,49
REST001819,4,3271,55,42,21,17,186,216589,211474,61
REST001820,4,49,30,36,21,5,255,173448,169623,43
REST001821,3.4,3967,55,36,25,9,292,92418,84388,58
REST001822,4.1,886,88,62,15,18,156,163761,156897,54
REST001823,4.2,874,67,42,27,22,274,33403,24224,67
REST001824,4.3,3347,50,32,22,12,218,63084,57634,51
REST001825,4.4,2045,30,26,22,24,208,33583,30463,44
REST001826,3.9,4879,93,57,26,11,318,61653,46866,62
REST001827,4.2,1797,77,54,18,12,135,88781,83583,42
REST001828,4,1237,67,47,17,20,125,92648,88461,52
REST001829,3.5,2266,79,52,17,9,140,37300,31770,52
REST001830,4.3,2634,40,22,23,14,234,212612,207932,62
REST001831,3.6,1609,45,44,23,11,237,43615,38282,67
REST001832,4,1017,83,53,23,18,192,112210,104242,62
REST001833,4,1431,38,28,20,25,265,195676,190641,60
REST001834,3.6,4625,84,53,18,7,147,106677,100503,65
REST001835,3.7,1228,81,53,18,12,239,117979,108300,40
REST001836,4.3,2249,30,33,16,11,157,167883,165528,47
REST001837,3.5,2425,63,47,17,10,110,16434,12969,43
REST001838,4,3768,73,49,22,18,190,91587,84652,53
REST001839,4.3,528,90,50,21,19,199,183621,174666,59
REST001840,4.4,4840,69,48,21,18,235,95609,87502,45
REST001841,3.9,4486,49,49,23,8,309,222940,215369,64
REST001842,3.3,1797,85,52,21,5,179,71977,64370,45
REST001843,4.1,3522,36,29,20,12,199,124494,120912,53
REST001844,4.1,1665,75,49,21,23,125,101811,97123,58
REST001845,4.4,2907,80,44,21,20,204,150845,142685,59
REST001846,4,4252,45,33,13,17,122,101363,98618,40
REST001847,4.1,3596,73,43,28,16,255,271177,261869,69
REST001848,4.3,805,87,52,27,17,378,179361,162918,62
REST001849,2.8,3513,36,37,22,7,250,46995,42495,68
REST001850,4.5,124,42,28,18,11,215,96965,92450,48
REST001851,3.5,4154,31,31,18,14,118,128594,126765,53
REST001852,3.9,1035,30,31,23,8,303,231443,226898,57
REST001853,4.7,4015,64,43,18,31,150,64329,59529,49
REST001854,4.3,4391,65,44,23,17,195,149549,143211,60
REST001855,3.7,2082,54,46,20,13,208,73382,67766,62
REST001856,3.6,3416,47,27,13,9,121,105901,103058,50
REST001857,3.4,1118,41,36,23,11,179,139621,135952,60
REST001858,4,4267,41,36,14,17,159,35825,32566,54
REST001859,4.8,2195,42,35,21,36,215,202291,197776,63
REST001860,4.7,453,30,25,16,21,189,215278,212443,52
REST001861,4,1544,84,54,19,13,188,125935,118039,46
REST001862,4.6,4677,42,40,23,25,251,56821,51550,52
REST001863,4.4,1616,55,35,24,13,337,195675,186408,56
REST001864,3.8,3705,45,31,17,8,164,80310,76620,53
REST001865,4,3852,85,54,13,15,146,190530,184325,44
REST001866,4,2253,94,46,15,20,169,102278,94335,49
